cleaned_text,sentiment
net tv install xaina payment linxaa recharge net tv ko kina,NEGATIVE
khatey net cha mula haru ko,NEGATIVE
complex use app kind easy access,POSITIVE
cant update user detail keep loading inifinte time worst user experience,NEGATIVE
slow,NEGATIVE
worst net used jabo 2 hrs ko film herna 4 hrs lagxa yo net ley teti slow xa paisa feri time mai ligxa bsdk haru paisa tirera chalako ho free haina ali chalni garaideu thats,NEGATIVE
usekess buggy app,NEGATIVE
nothing describe,NEGATIVE
nice speed playing game,POSITIVE
worst customer service even kathmandu valley worldlink support bad even 0 star course rate 0 star embarrassing internet nepal please ban internet,NEGATIVE
good,POSITIVE
app network lovers,POSITIVE
slow wifi xa yar xya,NEGATIVE
worst service ever ive used,NEGATIVE
worst app logged self try login code resive,NEGATIVE
good,POSITIVE
wifi extremely slow theres option select channel automatically selects worst available channel theres much customisation router beside changing passwords ssid,NEGATIVE
good,POSITIVE
best app,POSITIVE
good internet service provider,POSITIVE
perpore solution net connected,POSITIVE
good mac filtring feature also working,POSITIVE
much worst service provider,NEGATIVE
need options like separate password ssid 24g 5g,NEGATIVE
best,POSITIVE
best e,POSITIVE
slow,NEGATIVE
ramro xa,NEGATIVE
world link good idea first time,POSITIVE
toto four,POSITIVE
k ho sir chiso ley ta system lack handiyexa ta,NEGATIVE
best,POSITIVE
good experience,POSITIVE
easy use,POSITIVE
good service,POSITIVE
useless app doesnt even provide proper user friendly application stop wifi scanning trying apply white list router settings guess useless app features also slow damn generation app using least taking full payment try upgrade app features make handy useless seriously useless app also tell stop devices connected scanning stop cause useless app white list doesnt work,NEGATIVE
app simple,POSITIVE
poor,NEGATIVE
helpful nepal worldlink app,POSITIVE
supportive helpful app,POSITIVE
nice service good network,POSITIVE
best service app,POSITIVE
worsed net ever slow,NEGATIVE
help lot good app wifi internet work smoothly,POSITIVE
worldlink app says internet updated,POSITIVE
good app,POSITIVE
good,POSITIVE
slow work app,NEGATIVE
good,POSITIVE
happy,POSITIVE
worst application irritating use mac filter non functional world link doesnt allow root access router user theres options zero star otherwise give zero star,NEGATIVE
teen teen din feri login garnu vaxa session expire waakka lagdo ani k vako aajkal net ni majale chaldai app bata complain gareko reply nai aaudai na kati palta chat vani sake problem report ni garisake response awful kun din yo net jodexu jastai vako xa bad exprerence aru pani review padera thaha vayo problem poor customer sevice,NEGATIVE
superb,POSITIVE
good service,POSITIVE
good,POSITIVE
helpful app change password try change password wifi automatically dissconnect phone,NEGATIVE
really good app wifi network,POSITIVE
gudd,NEGATIVE
well speed,POSITIVE
app fine internet bad unstable goes offline automatically,NEGATIVE
net slow unsatisfied service,NEGATIVE
app bug really didnt like app using mac filter cant filter device app restrict device hadnt seen types bug block device app cant able app slow experience bug make devices block bug block device seen times device connected wifi minus point give application app isnt uses,NEGATIVE
recently installed positive impression thank,POSITIVE
good net like,POSITIVE
time net really work slow,NEGATIVE
muji worldlink geda jastl slow net kaam xaina yesto slow net ko,NEGATIVE
nice work,POSITIVE
good,POSITIVE
worst service provider worst customer service worst internet speed reply ni bot le mantra garxa,NEGATIVE
couldnt delete list devices whitelist device filter change device filter none bad service called opened ticket problem none solved problem bad internet service,NEGATIVE
perfect app,POSITIVE
good,POSITIVE
accessible speed good,POSITIVE
please work device filtering option works slow,NEGATIVE
worst internet please dont fall spend ad service worst internet ever user world link 5 years experience worst service please dont buy 0 star give one star post review,NEGATIVE
best service,POSITIVE
aap nice,POSITIVE
good,POSITIVE
device filtering feature much disappointing,NEGATIVE
excellent service,POSITIVE
easy nice,POSITIVE
poor service,NEGATIVE
good,POSITIVE
good,POSITIVE
nice,POSITIVE
nice,POSITIVE
tried enable mac filter doesnt work,NEGATIVE
terrible,NEGATIVE
much dissatisfaction regarding services nowadays poor internet nettv even poorer,NEGATIVE
good,POSITIVE
good apps future,POSITIVE
one resopnse near branch location 3 days want join wifi nothing happen officers worldlink,NEGATIVE
aru ta thikai ho device filtering doesnt work either give us router admin login fix issue blacklist rakhda feri testai reset hunxa worst app jaile psw nai change hannu parne,NEGATIVE
service chai lastai na ramro cha hai world link ko chitlang makawanpur chai guys,NEGATIVE
good,POSITIVE
wo2 es game khalaga free fire,NEGATIVE
app use full application properly work sure chek connected devices,NEGATIVE
safenet feature available fix soon,NEGATIVE
good,POSITIVE
login nai hudaina kina ho afnai wifi network bata connect garda pani,NEGATIVE
perfect worldlink users,POSITIVE
good apps,POSITIVE
good,POSITIVE
exceptionally good much expecting,POSITIVE
mast,POSITIVE
good,POSITIVE
good,POSITIVE
fast chalhxa aila tw pahxe tha xoina,NEGATIVE
app smooth intended satisfied,POSITIVE
scammers scammers dont trust,NEGATIVE
bad n good,POSITIVE
good wifi world link,POSITIVE
good app manage internet anywhere also good know different offers easy solve problems related internet experience good also try,POSITIVE
useful app,POSITIVE
using network change isnt giving access website cant even open game totally worst network nepal fix problem honest network isnt capable 1 star giving star,NEGATIVE
good saying speed service,POSITIVE
inconsistent sometimes works often doesnt menus many items dont respond often times anything bare minimum hassle app freezes crashes search basically useless cant click results doesnt work offline cant file ticket outage,NEGATIVE
excellent service,POSITIVE
good working liked,POSITIVE
app good device filtering mode good please solve give 5star,POSITIVE
thank amazing service,POSITIVE
good,POSITIVE
good,POSITIVE
slow working good,POSITIVE
niceany issues solved promptly thanks,POSITIVE
noice,NEGATIVE
great,POSITIVE
good,POSITIVE
locking halpfull,POSITIVE
good,POSITIVE
opinion best internet provider company nepal,POSITIVE
nice app pay share report,POSITIVE
warli quite,POSITIVE
safenet working please fix,POSITIVE
good,POSITIVE
app surely supports device filtering whitelist devices expected,NEGATIVE
use make online payment got error end payment going painful process payment deducted bank account worldlink saying received still resolved would recommend khalti esewa payment,NEGATIVE
k app ho yo mac filter nai hudainarouter login ip address bata nahune bhaye app ta ramro sanga hunu paryo better access ip adress poor appwahiyat slow mac filter ramro banauna paryohoina bhane router access chaiyo 2 mahina bhayo reply,NEGATIVE
slow internet want renew,NEGATIVE
okay,POSITIVE
nice,POSITIVE
good,POSITIVE
bugs app,NEGATIVE
basically useless troubleshooting doesnt even open public wifi connectionof freeworldlink cuz internet,NEGATIVE
useful features app,POSITIVE
poor service,NEGATIVE
nice application,POSITIVE
bad,NEGATIVE
aap beautiful,POSITIVE
excellent,POSITIVE
bugs,NEGATIVE
bad service centre kalaiya,NEGATIVE
app smooth good,POSITIVE
nice app,POSITIVE
good,POSITIVE
slow,NEGATIVE
app easy interface userswe feel difficult using application customizedit helped many things good like helped change password wifithank worldlink providing valuable facilitiesto us,POSITIVE
nicebut little slow net,POSITIVE
worst app ive ever seen remove play store already,NEGATIVE
low quality network company app working als dont high range,NEGATIVE
worst network nepal,NEGATIVE
good service,POSITIVE
code problem,NEGATIVE
pathetic app keeps crashing everytime open s24 ultra drains battery even use,NEGATIVE
much slow net,NEGATIVE
takes 2 hr change pw 6 hr change device filtering mode,NEGATIVE
good working app,POSITIVE
net best mony mery high,POSITIVE
bad,NEGATIVE
average,POSITIVE
month since requested upgrade android tv setup far callback anything matter,NEGATIVE
allwes update thish,POSITIVE
best,POSITIVE
good,POSITIVE
good somtime,POSITIVE
like,POSITIVE
good,POSITIVE
nice service,POSITIVE
useless app dont install time waste please dont time waste time waste time waste time best time best time best time best time best login available app,NEGATIVE
no1 network service myworldlink,NEGATIVE
good repudation internet service company,POSITIVE
good,POSITIVE
best wifi nepal,POSITIVE
bad service blacklist whitlist,NEGATIVE
good,POSITIVE
nice,POSITIVE
cant disable band steering turn toggle band steering notification pops enable band steering option instead disable,NEGATIVE
nice app,POSITIVE
okgood internet,POSITIVE
useful gaining information wifi,POSITIVE
good,POSITIVE
update isnt remote control phone please make control mobile,NEGATIVE
bad app warking,NEGATIVE
excellent,POSITIVE
yo kina band steering nai disable garna mildaina ta kei pani disable garna mildaina ta ekchoti enable garepaxi,NEGATIVE
manjay mandal 8989,POSITIVE
many bugs 1 device filtering doesnt function properly problem regarding blacklisting unwanted mac ids connected devices 2 frequently logged device 3 interrupted services many states features getting bugs app lost functionality every update,NEGATIVE
user friendly easy use always helpful,POSITIVE
dear worldlink downloaded app didnt work properly everytime opened app thing appears select language even selected one language doesnt go dont know use app cause device built like,NEGATIVE
bad application automatic logout,NEGATIVE
service recently become terrible network quality degraded significantly despite multiple complaints issue remains unresolved days improvement barely use service im paying customer support unhelpful whats point internet provider cant deliver reliable service needed disappointed current state dont think ill ever recommend worldlink anyone,NEGATIVE
makasham kado service cha really disappointed loophole use garera terms conditions vandai chutiya banairako xa mah jasto purano costumer sanga yesto cha 0 star sangai dislive button chaina tyo ni dinthe,NEGATIVE
net last slow xa,NEGATIVE
app alot bug like mac filtering work properly,NEGATIVE
sometimes best,POSITIVE
excellent,POSITIVE
good app control,POSITIVE
worst service,NEGATIVE
best nepal,POSITIVE
nice apps,POSITIVE
net slow dherai n slow feedback exprin 10 router ko dherain complen xa rwa router provded custmer problem vyo vne responsibility vne 5 dekhi pni xain,NEGATIVE
excellent daily word,POSITIVE
lik3 worldlink communication net sanchar bcoz worldlink vae arru kin khojne,NEGATIVE
done recharge 300mbps getting even 6070 mbps done recharge 2 year providing service taken money solving problem,NEGATIVE
good,POSITIVE
myworldlink app working,POSITIVE
excellent,POSITIVE
nice app,POSITIVE
nice working wifi,POSITIVE
need update app app working properly please add wap wep method secure scannig connected device showing properlyso please update app soon,NEGATIVE
good,POSITIVE
excellent work,POSITIVE
orginally wanted give zero lets give,NEGATIVE
wifi banda va 4 days visakio jati call gara banau na manxa aaxina,NEGATIVE
last fata xa yo net,NEGATIVE
logged google sign even work,NEGATIVE
nice,POSITIVE
nice app,POSITIVE
noice,NEGATIVE
good,POSITIVE
truely good service bandwith,POSITIVE
nice,POSITIVE
nice change ssid use different name pw,POSITIVE
please fix bug blacklist,NEGATIVE
helps manage data,POSITIVE
,POSITIVE
good,POSITIVE
